Catalyst,MTW,MFS,Cu,pH,Catalyst dosage (g/L),[C0] MO (mg/L),"[C0] 2,4-DCP (mg/L)",H2O2 (mM),Time (min),DE%,XGB,catb,ET,gbr,lgb,RF
MTW,1,0,0,3.0,0.4,10,0.0,1.0,180,95.04,94.69000244140624,95.34,95.04,95.15,94.95,94.72
MTW,1,0,0,3.0,0.4,10,0.0,1.0,200,95.04,94.20999908447266,94.84,94.99,95.27,95.1,94.41
MTW,1,0,0,3.0,0.4,10,0.0,20.0,0,0.0,0.699999988079071,0.82,0.0,0.54,0.73,0.0
MTW,1,0,0,3.0,0.4,10,0.0,20.0,20,94.16,93.6500015258789,93.36,94.16,93.0,93.4,92.53
MTW,1,0,0,3.0,0.4,10,0.0,20.0,40,97.99,97.87999725341795,98.13,97.99,97.69,98.29,97.48
MTW,1,0,0,3.0,0.4,10,0.0,20.0,60,98.01,98.23999786376952,97.92,98.01,98.2,98.12,97.78
MTW,1,0,0,3.0,0.4,10,0.0,20.0,80,98.01,97.69000244140624,97.78,98.01,98.26,97.9,97.95
MTW,1,0,0,3.0,0.4,10,0.0,20.0,100,98.01,98.1500015258789,98.38,98.01,98.29,98.12,97.91
MTW,1,0,0,3.0,0.4,10,0.0,20.0,120,98.01,98.0999984741211,98.22,98.01,98.53,97.84,98.01
MTW,1,0,0,3.0,0.4,10,0.0,20.0,140,98.01,97.79000091552734,97.68,98.01,97.61,98.1,98.01
MTW,1,0,0,3.0,0.4,10,0.0,20.0,160,98.01,98.91000366210938,97.59,97.71,98.0,98.23,98.01
MTW,1,0,0,3.0,0.4,10,0.0,20.0,180,98.01,98.0999984741211,98.08,98.01,98.16,98.04,98.01
MTW,1,0,0,3.0,0.4,10,0.0,20.0,200,98.01,97.66999816894533,97.51,98.01,97.82,97.82,98.01
MTW,1,0,0,3.0,0.4,10,0.0,70.0,0,0.0,-0.2800000011920929,-0.59,0.0,-0.01,-0.59,0.0
MTW,1,0,0,3.0,0.4,10,0.0,70.0,20,85.46,86.0199966430664,85.72,85.46,84.93,86.02,86.4
MTW,1,0,0,3.0,0.4,10,0.0,70.0,40,89.96,89.44999694824219,89.91,89.96,90.13,89.67,89.67
MTW,1,0,0,3.0,0.4,10,0.0,70.0,60,89.96,90.16000366210938,90.26,89.96,90.48,89.87,90.24
MTW,1,0,0,3.0,0.4,10,0.0,70.0,80,89.96,89.98999786376953,90.0,89.96,91.12,90.05,90.02
MTW,1,0,0,3.0,0.4,10,0.0,70.0,100,89.96,89.13999938964844,90.57,90.74,90.87,89.75,90.03
MTW,1,0,0,3.0,0.4,10,0.0,70.0,120,89.96,90.2300033569336,90.45,90.2,91.35,89.44,89.98
MTW,1,0,0,3.0,0.4,10,0.0,70.0,140,89.96,89.91000366210938,90.06,89.96,90.83,90.02,90.01
MTW,1,0,0,3.0,0.4,10,0.0,70.0,160,89.96,90.33000183105467,89.87,89.96,90.79,89.92,90.03
MTW,1,0,0,3.0,0.4,10,0.0,70.0,180,89.96,90.54000091552734,90.5,89.96,91.24,90.52,90.05
MTW,1,0,0,3.0,0.4,10,0.0,70.0,200,89.96,90.02999877929688,90.16,89.96,90.27,90.07,90.05
MTW,1,0,0,3.0,0.4,5,0.0,0.5,0,0.0,2.7300000190734863,5.07,0.0,4.23,4.23,0.0
MTW,1,0,0,3.0,0.4,5,0.0,0.5,20,43.78,43.060001373291016,43.01,43.78,42.5,43.5,40.42
MTW,1,0,0,3.0,0.4,5,0.0,0.5,40,59.25,59.310001373291016,59.31,59.25,58.26,59.38,56.28
MTW,1,0,0,3.0,0.4,5,0.0,0.5,60,71.63,71.61000061035156,71.22,71.63,70.52,71.67,68.3
MTW,1,0,0,3.0,0.4,5,0.0,0.5,80,77.97,78.23999786376953,78.37,77.97,76.99,78.03,76.22
MTW,1,0,0,3.0,0.4,5,0.0,0.5,100,82.61,82.5199966430664,83.0,82.61,83.62,82.76,81.14
MTW,1,0,0,3.0,0.4,5,0.0,0.5,120,86.33,85.79000091552734,85.89,86.33,86.21,86.05,83.92
MTW,1,0,0,3.0,0.4,5,0.0,0.5,140,89.27,89.16000366210938,89.44,89.27,90.42,89.2,87.97
MTW,1,0,0,3.0,0.4,5,0.0,0.5,160,92.05,92.38999938964844,92.45,92.05,92.11,92.38,91.1
MTW,1,0,0,3.0,0.4,5,0.0,0.5,180,93.6,93.27999877929688,93.38,93.6,93.9,93.35,92.8
MTW,1,0,0,3.0,0.4,5,0.0,0.5,200,93.6,93.41000366210938,93.18,93.85,94.87,94.1,92.88
MTW,1,0,0,3.0,0.4,10,0.0,0.5,0,0.0,-0.7900000214576721,-0.75,0.0,-0.56,-0.71,0.0
MTW,1,0,0,3.0,0.4,10,0.0,0.5,20,27.68,29.11000061035156,29.39,27.68,32.36,28.15,29.09
MTW,1,0,0,3.0,0.4,10,0.0,0.5,40,47.16,47.36000061035156,46.91,47.16,48.0,47.02,47.62
MTW,1,0,0,3.0,0.4,10,0.0,0.5,60,58.93,58.95000076293945,58.99,58.93,58.28,58.92,58.55
MTW,1,0,0,3.0,0.4,10,0.0,0.5,80,67.14,68.63999938964844,66.53,64.61,66.1,67.5,66.23
MTW,1,0,0,3.0,0.4,10,0.0,0.5,100,74.16,74.18000030517578,74.0,74.16,73.69,74.0,74.18
MTW,1,0,0,3.0,0.4,10,0.0,0.5,120,77.72,77.58000183105469,77.97,77.72,76.45,78.14,77.6
MTW,1,0,0,3.0,0.4,10,0.0,0.5,140,82.36,82.1500015258789,82.32,82.36,81.5,82.28,82.28
MTW,1,0,0,3.0,0.4,10,0.0,0.5,160,87.01,86.12999725341797,86.13,87.01,84.89,86.88,86.73
MTW,1,0,0,3.0,0.4,10,0.0,0.5,180,88.29,88.56999969482422,88.27,88.29,88.03,88.31,88.27
MTW,1,0,0,3.0,0.4,10,0.0,0.5,200,89.18,89.47000122070312,89.43,89.18,89.04,89.24,89.15
MTW,1,0,0,3.0,0.4,15,0.0,0.5,0,0.0,-0.25,-0.25,0.0,-1.58,-0.24,0.0
MTW,1,0,0,3.0,0.4,15,0.0,0.5,20,9.91,9.420000076293944,9.39,9.91,9.13,10.1,15.3
MTW,1,0,0,3.0,0.4,15,0.0,0.5,40,15.84,16.420000076293945,16.35,15.84,16.37,15.88,23.04
MTW,1,0,0,3.0,0.4,15,0.0,0.5,60,28.31,28.25,28.76,28.31,29.83,28.28,31.53
MTW,1,0,0,3.0,0.4,15,0.0,0.5,80,39.19,42.40999984741211,40.65,51.44,43.65,44.76,47.88
MTW,1,0,0,3.0,0.4,15,0.0,0.5,100,50.13,50.34000015258789,50.06,50.13,49.7,50.36,52.39
MTW,1,0,0,3.0,0.4,15,0.0,0.5,120,57.48,56.93000030517578,57.59,57.48,57.8,57.03,58.2
MTW,1,0,0,3.0,0.4,15,0.0,0.5,140,64.03,64.61000061035156,63.56,64.03,64.88,64.26,66.64
MTW,1,0,0,3.0,0.4,15,0.0,0.5,160,71.15,72.33999633789062,69.44,70.34,72.73,69.71,69.52
MTW,1,0,0,3.0,0.4,15,0.0,0.5,180,75.71,75.44999694824219,75.37,75.71,75.55,75.69,73.61
MTW,1,0,0,3.0,0.4,15,0.0,0.5,200,77.59,77.06999969482422,77.6,77.59,77.82,77.54,76.2
Cu-MTW,1,0,1,2.0,0.2,10,0.0,0.5,0,0.0,0.2399999946355819,0.86,0.0,1.57,1.28,0.0
Cu-MTW,1,0,1,2.0,0.2,10,0.0,0.5,20,24.78,24.229999542236328,24.77,24.78,23.75,24.4,22.74
Cu-MTW,1,0,1,2.0,0.2,10,0.0,0.5,40,32.79,32.36000061035156,32.39,32.79,32.78,32.7,34.33
Cu-MTW,1,0,1,2.0,0.2,10,0.0,0.5,60,43.61,43.31999969482422,43.09,43.61,42.58,43.84,39.84
Cu-MTW,1,0,1,2.0,0.2,10,0.0,0.5,80,50.89,52.2400016784668,51.14,50.89,48.7,50.91,47.32
Cu-MTW,1,0,1,2.0,0.2,10,0.0,0.5,100,60.24,58.59999847412109,59.41,46.71,55.27,59.83,54.37
Cu-MTW,1,0,1,2.0,0.2,10,0.0,0.5,120,66.52,66.36000061035156,66.23,66.52,63.94,66.61,60.71
Cu-MTW,1,0,1,2.0,0.2,10,0.0,0.5,140,70.93,69.4000015258789,70.63,70.93,70.41,70.66,69.23
Cu-MTW,1,0,1,2.0,0.2,10,0.0,0.5,160,75.47,74.97000122070312,74.59,75.47,73.82,75.6,72.56
Cu-MTW,1,0,1,2.0,0.2,10,0.0,0.5,180,77.81,78.1500015258789,78.41,77.81,77.99,77.92,76.99
Cu-MTW,1,0,1,2.0,0.2,10,0.0,0.5,200,80.28,80.05000305175781,80.38,80.28,80.12,79.97,76.78
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,0,0.0,-0.4099999964237213,-0.11,0.0,-2.44,-0.33,0.0
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,20,48.56,37.63999938964844,33.63,35.45,31.71,35.12,34.45
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,40,61.22,40.060001373291016,41.18,35.19,42.35,36.13,40.46
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,60,70.0,57.7400016784668,56.24,57.75,55.94,57.39,58.34
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,80,75.0,64.38999938964844,63.45,63.24,64.2,63.26,64.15
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,100,80.77,69.76000213623047,70.49,70.9,72.16,70.91,71.66
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,120,83.26,75.4000015258789,75.61,75.71,78.18,75.47,75.15
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,140,84.9,76.43000030517578,78.7,73.69,82.64,74.5,78.13
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,160,86.62,83.01000213623047,82.98,82.73,86.36,82.5,83.97
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,180,88.69,86.05000305175781,86.5,87.36,89.0,86.96,87.33
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,200,91.96,89.01000213623047,88.73,86.36,91.24,87.26,87.8
Cu-MTW,1,0,1,5.0,0.2,10,0.0,0.5,0,0.0,0.0299999993294477,-0.19,0.0,0.33,-0.27,0.0
Cu-MTW,1,0,1,5.0,0.2,10,0.0,0.5,20,2.86,2.930000066757202,3.86,2.86,4.53,3.15,3.5
Cu-MTW,1,0,1,5.0,0.2,10,0.0,0.5,40,8.98,8.449999809265137,8.5,8.98,8.52,8.73,10.16
Cu-MTW,1,0,1,5.0,0.2,10,0.0,0.5,60,12.39,19.559999465942383,16.0,16.2,17.18,18.56,16.03
Cu-MTW,1,0,1,5.0,0.2,10,0.0,0.5,80,21.41,23.11000061035156,21.85,21.41,23.29,21.7,20.61
Cu-MTW,1,0,1,5.0,0.2,10,0.0,0.5,100,28.28,27.68000030517578,28.03,26.39,27.41,29.95,25.54
Cu-MTW,1,0,1,5.0,0.2,10,0.0,0.5,120,34.7,35.33000183105469,34.49,34.7,33.55,35.09,33.46
Cu-MTW,1,0,1,5.0,0.2,10,0.0,0.5,140,40.4,39.09000015258789,39.06,40.4,38.66,39.86,37.34
Cu-MTW,1,0,1,5.0,0.2,10,0.0,0.5,160,43.92,42.54999923706055,42.71,42.37,42.69,43.11,38.88
Cu-MTW,1,0,1,5.0,0.2,10,0.0,0.5,180,49.93,49.900001525878906,49.24,49.93,47.24,50.3,46.88
Cu-MTW,1,0,1,5.0,0.2,10,0.0,0.5,200,57.03,55.61000061035156,55.84,57.03,54.07,56.7,53.75
Cu-MTW,1,0,1,9.0,0.2,10,0.0,0.5,0,0.0,1.059999942779541,0.57,0.0,-0.16,0.32,0.0
Cu-MTW,1,0,1,9.0,0.2,10,0.0,0.5,20,5.46,4.53000020980835,3.95,4.79,3.93,2.03,3.97
Cu-MTW,1,0,1,9.0,0.2,10,0.0,0.5,40,10.45,9.039999961853027,9.11,10.45,8.24,10.22,10.03
Cu-MTW,1,0,1,9.0,0.2,10,0.0,0.5,60,14.99,15.68000030517578,15.15,14.99,15.38,15.4,14.39
Cu-MTW,1,0,1,9.0,0.2,10,0.0,0.5,80,20.68,20.479999542236328,20.01,20.68,19.1,20.26,19.04
Cu-MTW,1,0,1,9.0,0.2,10,0.0,0.5,100,22.07,22.489999771118164,22.65,22.07,21.96,22.18,21.63
Cu-MTW,1,0,1,9.0,0.2,10,0.0,0.5,120,25.32,25.440000534057617,25.86,25.32,25.27,25.19,25.17
Cu-MTW,1,0,1,9.0,0.2,10,0.0,0.5,140,29.27,29.64999961853028,29.33,27.35,29.7,29.69,26.89
Cu-MTW,1,0,1,9.0,0.2,10,0.0,0.5,160,31.36,30.75,30.89,31.36,32.53,31.4,30.11
Cu-MTW,1,0,1,9.0,0.2,10,0.0,0.5,180,33.11,33.75,33.65,33.11,33.68,33.26,32.77
Cu-MTW,1,0,1,9.0,0.2,10,0.0,0.5,200,35.2,35.77000045776367,35.97,35.2,36.64,35.18,35.02
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,0,0.0,-0.4099999964237213,-0.11,0.0,-2.44,-0.33,0.0
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,20,22.34,37.63999938964844,33.63,35.45,31.71,35.12,34.45
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,40,35.19,40.060001373291016,41.18,35.19,42.35,36.13,40.46
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,60,45.5,57.7400016784668,56.24,57.75,55.94,57.39,58.34
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,80,51.48,64.38999938964844,63.45,63.24,64.2,63.26,64.15
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,100,61.03,69.76000213623047,70.49,70.9,72.16,70.91,71.66
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,120,68.16,75.4000015258789,75.61,75.71,78.18,75.47,75.15
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,140,73.69,76.43000030517578,78.7,73.69,82.64,74.5,78.13
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,160,82.73,83.01000213623047,82.98,82.73,86.36,82.5,83.97
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,180,86.04,86.05000305175781,86.5,87.36,89.0,86.96,87.33
Cu-MTW,1,0,1,3.0,0.2,10,0.0,0.5,200,86.36,89.01000213623047,88.73,86.36,91.24,87.26,87.8
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,0,0.0,-1.1200000047683716,-1.68,0.0,-2.0,-1.46,0.0
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,20,25.33,27.1299991607666,27.92,25.33,30.52,26.83,28.27
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,40,44.53,44.619998931884766,44.93,44.53,46.77,44.23,45.6
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,60,57.9,57.880001068115234,58.39,57.9,59.59,58.01,58.63
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,80,67.19,67.70999908447266,67.66,67.19,67.61,67.18,66.81
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,100,75.21,75.69000244140625,75.41,75.21,76.43,75.27,75.4
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,120,82.67,82.69000244140625,81.57,82.67,81.03,82.42,81.7
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,140,87.8,87.41999816894531,86.78,87.8,86.33,87.78,87.42
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,160,90.48,90.5999984741211,90.57,90.48,89.44,90.6,90.53
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,180,93.78,93.61000061035156,93.77,93.78,92.54,93.83,93.73
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,200,96.95,96.5199966430664,96.24,96.95,94.99,96.69,96.91
Cu-MTW,1,0,1,3.0,1.0,10,0.0,0.5,0,0.0,1.3200000524520874,1.02,0.0,3.15,1.52,0.0
Cu-MTW,1,0,1,3.0,1.0,10,0.0,0.5,20,48.56,46.720001220703125,47.11,48.56,44.05,47.2,44.07
Cu-MTW,1,0,1,3.0,1.0,10,0.0,0.5,40,60.44,60.31999969482422,59.69,60.44,59.48,60.6,54.22
Cu-MTW,1,0,1,3.0,1.0,10,0.0,0.5,60,70.0,64.5199966430664,64.69,56.82,62.36,68.06,56.19
Cu-MTW,1,0,1,3.0,1.0,10,0.0,0.5,80,75.0,72.51000213623047,71.44,67.04,67.75,75.39,66.35
Cu-MTW,1,0,1,3.0,1.0,10,0.0,0.5,100,80.77,79.55999755859375,80.09,80.77,77.19,80.73,78.93
Cu-MTW,1,0,1,3.0,1.0,10,0.0,0.5,120,83.26,84.04000091552734,83.54,83.26,82.25,83.34,82.93
Cu-MTW,1,0,1,3.0,1.0,10,0.0,0.5,140,84.9,87.41000366210938,87.56,87.83,87.64,85.52,87.39
Cu-MTW,1,0,1,3.0,1.0,10,0.0,0.5,160,86.62,88.69000244140625,88.87,88.94,87.87,89.91,88.83
Cu-MTW,1,0,1,3.0,1.0,10,0.0,0.5,180,88.69,89.43000030517578,90.04,88.69,90.03,88.84,88.95
Cu-MTW,1,0,1,3.0,1.0,10,0.0,0.5,200,91.53,91.8499984741211,91.67,91.53,93.02,91.52,90.43
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,0,0.0,-1.1200000047683716,-1.68,0.0,-2.0,-1.46,0.0
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,20,25.33,27.1299991607666,27.92,25.33,30.52,26.83,28.27
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,40,44.53,44.619998931884766,44.93,44.53,46.77,44.23,45.6
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,60,57.9,57.880001068115234,58.39,57.9,59.59,58.01,58.63
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,80,67.19,67.70999908447266,67.66,67.19,67.61,67.18,66.81
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,100,75.21,75.69000244140625,75.41,75.21,76.43,75.27,75.4
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,120,82.67,82.69000244140625,81.57,82.67,81.03,82.42,81.7
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,140,87.8,87.41999816894531,86.78,87.8,86.33,87.78,87.42
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,160,90.48,90.5999984741211,90.57,90.48,89.44,90.6,90.53
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,180,93.78,93.61000061035156,93.77,93.78,92.54,93.83,93.73
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,200,96.95,96.5199966430664,96.24,96.95,94.99,96.69,96.91
Cu-MTW,1,0,1,3.0,0.4,10,0.0,1.0,0,0.0,3.190000057220459,1.87,0.0,1.08,-3.35,0.0
Cu-MTW,1,0,1,3.0,0.4,10,0.0,1.0,20,40.77,40.40999984741211,40.53,40.77,40.72,40.33,40.39
Cu-MTW,1,0,1,3.0,0.4,10,0.0,1.0,40,58.52,58.90999984741211,58.72,58.52,59.14,58.74,60.06
Cu-MTW,1,0,1,3.0,0.4,10,0.0,1.0,60,68.91,71.01000213623047,72.49,71.86,73.29,74.18,71.85
Cu-MTW,1,0,1,3.0,0.4,10,0.0,1.0,80,83.06,82.08999633789062,81.92,83.06,80.89,83.01,80.52
Cu-MTW,1,0,1,3.0,0.4,10,0.0,1.0,100,88.96,86.63999938964844,86.77,80.2,85.56,86.72,85.93
Cu-MTW,1,0,1,3.0,0.4,10,0.0,1.0,120,92.1,92.04000091552734,90.47,85.34,91.38,93.03,91.08
Cu-MTW,1,0,1,3.0,0.4,10,0.0,1.0,140,95.24,94.80999755859376,93.58,92.3,94.8,97.14,93.49
Cu-MTW,1,0,1,3.0,0.4,10,0.0,1.0,160,97.04,96.73999786376952,96.38,97.04,96.48,96.91,96.28
Cu-MTW,1,0,1,3.0,0.4,10,0.0,1.0,180,97.04,97.27999877929688,97.03,97.04,97.01,96.85,96.88
Cu-MTW,1,0,1,3.0,0.4,10,0.0,1.0,200,97.04,97.31999969482422,97.77,97.04,98.07,97.4,96.95
Cu-MTW,1,0,1,3.0,0.4,10,0.0,20.0,0,0.0,0.3100000023841858,0.29,0.0,0.8,-0.07,0.0
Cu-MTW,1,0,1,3.0,0.4,10,0.0,20.0,20,94.13,93.97000122070312,93.65,94.13,93.8,94.07,94.4
Cu-MTW,1,0,1,3.0,0.4,10,0.0,20.0,40,98.89,98.4499969482422,98.33,98.89,97.44,98.92,98.69
Cu-MTW,1,0,1,3.0,0.4,10,0.0,20.0,60,98.89,98.86000061035156,99.23,98.89,98.44,98.84,98.86
Cu-MTW,1,0,1,3.0,0.4,10,0.0,20.0,80,98.89,99.45999908447266,99.3,98.89,99.75,98.94,98.84
Cu-MTW,1,0,1,3.0,0.4,10,0.0,20.0,100,98.89,98.80999755859376,98.78,98.89,98.53,98.79,98.88
Cu-MTW,1,0,1,3.0,0.4,10,0.0,20.0,120,98.89,98.48999786376952,99.51,98.17,99.54,98.67,98.83
Cu-MTW,1,0,1,3.0,0.4,10,0.0,20.0,140,98.89,99.0199966430664,99.13,98.89,99.41,98.89,98.87
Cu-MTW,1,0,1,3.0,0.4,10,0.0,20.0,160,98.89,98.80999755859376,98.86,98.89,98.97,98.81,98.87
Cu-MTW,1,0,1,3.0,0.4,10,0.0,20.0,180,98.89,98.9499969482422,98.91,98.89,99.25,98.99,98.87
Cu-MTW,1,0,1,3.0,0.4,10,0.0,20.0,200,98.89,99.3000030517578,98.98,98.89,99.47,98.98,98.87
Cu-MTW,1,0,1,3.0,0.4,10,0.0,70.0,0,0.0,0.1500000059604644,0.35,0.0,0.34,0.27,0.0
Cu-MTW,1,0,1,3.0,0.4,10,0.0,70.0,20,90.2,90.11000061035156,90.27,90.2,89.67,90.3,91.24
Cu-MTW,1,0,1,3.0,0.4,10,0.0,70.0,40,95.8,95.33999633789062,94.56,93.98,94.33,95.92,96.28
Cu-MTW,1,0,1,3.0,0.4,10,0.0,70.0,60,96.9,96.51000213623048,96.58,96.9,96.06,96.9,96.69
Cu-MTW,1,0,1,3.0,0.4,10,0.0,70.0,80,96.9,96.69000244140624,97.17,96.39,97.37,97.14,96.77
Cu-MTW,1,0,1,3.0,0.4,10,0.0,70.0,100,96.9,96.87999725341795,96.89,96.9,96.26,96.97,96.92
Cu-MTW,1,0,1,3.0,0.4,10,0.0,70.0,120,96.9,96.26000213623048,97.6,96.23,97.3,96.94,96.87
Cu-MTW,1,0,1,3.0,0.4,10,0.0,70.0,140,96.9,96.93000030517578,97.26,96.9,97.4,96.86,96.9
Cu-MTW,1,0,1,3.0,0.4,10,0.0,70.0,160,96.9,96.83000183105467,96.81,96.9,96.98,97.02,96.9
Cu-MTW,1,0,1,3.0,0.4,10,0.0,70.0,180,96.9,96.8000030517578,96.82,96.9,97.28,96.91,96.9
Cu-MTW,1,0,1,3.0,0.4,10,0.0,70.0,200,96.9,96.41999816894533,96.71,96.9,97.01,96.69,96.9
Cu-MTW,1,0,1,3.0,0.4,5,0.0,0.5,0,0.0,0.25,0.53,0.0,0.43,0.35,0.0
Cu-MTW,1,0,1,3.0,0.4,5,0.0,0.5,20,39.89,38.93000030517578,37.84,40.38,37.68,38.47,37.0
Cu-MTW,1,0,1,3.0,0.4,5,0.0,0.5,40,56.28,55.54999923706055,55.31,56.28,54.23,56.12,54.59
Cu-MTW,1,0,1,3.0,0.4,5,0.0,0.5,60,68.68,69.44999694824219,68.08,64.4,68.77,70.16,65.73
Cu-MTW,1,0,1,3.0,0.4,5,0.0,0.5,80,77.23,77.05000305175781,76.97,77.23,74.85,77.28,74.82
Cu-MTW,1,0,1,3.0,0.4,5,0.0,0.5,100,81.5,81.08000183105469,81.24,81.5,82.12,81.32,80.25
Cu-MTW,1,0,1,3.0,0.4,5,0.0,0.5,120,84.85,85.4000015258789,85.19,84.85,86.42,85.06,84.01
Cu-MTW,1,0,1,3.0,0.4,5,0.0,0.5,140,89.88,88.05999755859375,89.28,88.46,90.07,89.24,88.38
Cu-MTW,1,0,1,3.0,0.4,5,0.0,0.5,160,91.56,91.81999969482422,92.27,91.56,92.95,91.4,91.76
Cu-MTW,1,0,1,3.0,0.4,5,0.0,0.5,180,94.91,95.16000366210938,95.16,94.91,95.37,95.07,94.93
Cu-MTW,1,0,1,3.0,0.4,5,0.0,0.5,200,98.26,98.01000213623048,97.75,98.26,98.32,98.27,97.67
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,0,0.0,-1.1200000047683716,-1.68,0.0,-2.0,-1.46,0.0
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,20,25.33,27.1299991607666,27.92,25.33,30.52,26.83,28.27
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,40,44.53,44.619998931884766,44.93,44.53,46.77,44.23,45.6
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,60,57.9,57.880001068115234,58.39,57.9,59.59,58.01,58.63
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,80,67.19,67.70999908447266,67.66,67.19,67.61,67.18,66.81
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,100,75.21,75.69000244140625,75.41,75.21,76.43,75.27,75.4
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,120,82.67,82.69000244140625,81.57,82.67,81.03,82.42,81.7
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,140,87.8,87.41999816894531,86.78,87.8,86.33,87.78,87.42
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,160,90.48,90.5999984741211,90.57,90.48,89.44,90.6,90.53
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,180,93.78,93.61000061035156,93.77,93.78,92.54,93.83,93.73
Cu-MTW,1,0,1,3.0,0.4,10,0.0,0.5,200,96.95,96.5199966430664,96.24,96.95,94.99,96.69,96.91
Cu-MTW,1,0,1,3.0,0.4,15,0.0,0.5,0,0.0,0.7699999809265137,0.81,0.0,0.97,0.94,0.0
Cu-MTW,1,0,1,3.0,0.4,15,0.0,0.5,20,25.35,23.86000061035156,24.45,25.35,22.22,24.41,23.65
Cu-MTW,1,0,1,3.0,0.4,15,0.0,0.5,40,38.88,37.08000183105469,34.03,24.73,30.83,32.94,30.32
Cu-MTW,1,0,1,3.0,0.4,15,0.0,0.5,60,51.12,47.4900016784668,46.58,39.68,45.4,46.77,40.23
Cu-MTW,1,0,1,3.0,0.4,15,0.0,0.5,80,58.3,58.06999969482422,58.01,58.3,57.06,58.3,53.9
Cu-MTW,1,0,1,3.0,0.4,15,0.0,0.5,100,65.76,65.45999908447266,65.39,59.97,63.9,64.64,61.56
Cu-MTW,1,0,1,3.0,0.4,15,0.0,0.5,120,71.91,71.66000366210938,71.37,71.91,71.24,72.09,69.99
Cu-MTW,1,0,1,3.0,0.4,15,0.0,0.5,140,76.11,76.02999877929688,76.73,76.11,75.16,75.96,75.67
Cu-MTW,1,0,1,3.0,0.4,15,0.0,0.5,160,79.99,80.38999938964844,80.28,79.99,80.61,80.03,78.31
Cu-MTW,1,0,1,3.0,0.4,15,0.0,0.5,180,83.26,83.27999877929688,83.23,82.95,82.78,81.62,79.18
Cu-MTW,1,0,1,3.0,0.4,15,0.0,0.5,200,84.95,85.04000091552734,85.16,84.95,85.54,85.13,82.71
MFS,0,1,0,2.0,0.2,10,0.0,0.5,0,0.0,-0.4399999976158142,-0.44,0.0,-0.72,-0.58,0.0
MFS,0,1,0,2.0,0.2,10,0.0,0.5,20,11.29,13.06999969482422,12.11,20.01,15.29,13.53,22.91
